ISO,Country,Subject Descriptor,Units,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
MDV,Maldives,"Inflation, average consumer prices",Percent change,27.877,11.100,-0.810,9.891,0.991,-9.158,9.100,11.700,6.484,7.164,15.542,12.500,16.857,20.126,3.386,5.488,6.244,7.579,-1.410,2.956,-1.178,0.673,0.927,-2.803,6.339,2.460,3.500,6.795,12.041,4.530,6.150,11.273,10.891,3.997,2.448,1.371,0.801,2.272,1.367,1.326,-1.594
MDV,Maldives,Volume of exports of goods and services,Percent change,39.683,5.420,4.474,-3.430,9.493,10.818,4.721,-27.445,-10.147,17.943,18.561,-9.734,14.953,-9.406,24.488,2.624,11.919,-2.840,9.763,-0.021,4.097,9.728,4.875,16.364,7.238,-35.544,49.386,111.538,-1.790,-21.933,14.023,29.872,-5.016,10.192,8.425,-11.673,-0.147,4.003,4.695,5.545,-52.331
MDV,Maldives,General government total expenditure,Percent of GDP,,,,,,,,,,,33.328,37.701,36.093,34.729,30.650,31.325,27.277,25.223,25.903,28.023,29.045,29.649,29.576,26.375,24.065,38.784,35.046,34.812,35.569,36.990,33.193,31.260,29.767,26.991,29.084,33.954,37.602,30.754,32.508,33.614,49.946
MDV,Maldives,General government net lending/borrowing,National currency,,,,,,,,,,,-0.282,-0.275,-0.408,-0.527,-0.213,-0.311,-0.125,-0.112,-0.184,-0.270,-0.367,-0.390,-0.421,-0.464,-0.354,-1.163,-0.912,-0.755,-2.886,-5.383,-4.499,-3.294,-3.062,-1.766,-1.375,-4.135,-6.728,-2.239,-4.299,-5.763,-13.532
MDV,Maldives,General government gross debt,Percent of GDP,,,,,,,,,,,,,,,,,,38.112,39.261,38.948,39.017,41.845,44.279,37.606,34.674,43.196,36.780,35.824,38.958,48.387,52.748,51.863,57.123,55.949,55.065,54.921,62.272,64.563,72.009,78.811,154.392
MDV,Maldives,Current account balance,Percent of GDP,-16.078,-6.215,-4.633,-11.079,-3.406,4.345,6.851,13.167,12.213,10.958,12.404,2.377,-6.411,-15.538,-2.906,-3.902,-1.412,-5.320,-3.153,-10.435,-6.421,-7.653,-4.297,-2.975,-9.971,-23.467,-19.171,-14.212,-26.863,-9.647,-7.322,-14.819,-6.645,-4.303,-3.656,-7.487,-23.638,-21.630,-28.380,-26.613,-35.532
MLI,Mali,"Gross domestic product, constant prices",Percent change,3.299,-4.542,-11.557,3.229,2.419,3.243,6.104,2.479,0.054,10.692,9.310,7.680,-1.562,3.561,3.802,2.997,7.281,4.797,2.926,6.245,-0.061,15.376,3.106,9.119,1.560,6.535,4.662,3.494,4.773,4.679,5.413,3.240,-0.836,2.295,7.085,6.172,5.852,5.305,4.746,4.765,-1.244
MLI,Mali,"Gross domestic product, current prices",U.S. dollars,2.031,1.660,1.468,1.418,1.416,1.426,1.981,2.308,2.316,2.827,3.223,3.284,3.372,3.362,2.575,3.337,3.416,3.208,3.328,3.444,2.963,3.468,3.905,4.713,5.452,6.251,6.906,8.157,9.871,10.249,10.698,12.993,12.450,13.243,14.369,13.106,14.022,15.360,17.079,17.281,17.643
MLI,Mali,Gross national savings,Percent of GDP,9.097,8.321,26.683,22.755,22.676,44.289,22.740,26.685,25.625,21.163,27.514,30.620,27.242,29.075,32.841,32.810,21.106,24.128,17.492,11.587,8.503,11.629,13.700,14.918,14.758,13.767,17.935,18.311,14.046,15.911,13.306,14.666,14.990,16.436,15.452,15.437,16.721,14.305,15.559,15.075,14.988
MLI,Mali,"Inflation, average consumer prices",Percent change,20.250,12.717,3.852,10.500,10.714,9.078,-1.387,-14.936,8.948,-0.158,1.608,1.508,-5.907,-0.568,24.289,11.643,6.452,-0.673,4.003,-1.163,-0.777,5.184,5.030,-1.299,-3.123,6.390,1.552,1.414,9.177,2.376,1.196,2.956,5.301,-0.580,0.892,1.433,-1.802,2.388,1.912,-3.030,0.481
MLI,Mali,Volume of exports of goods and services,Percent change,22.587,-6.128,11.585,27.321,21.856,-3.246,9.683,-3.749,-2.289,18.441,1.512,13.114,7.006,8.955,-6.383,10.626,4.260,38.936,1.265,23.553,-3.385,23.990,33.012,-11.849,-5.322,16.796,-1.750,-6.056,-4.709,-12.580,-1.015,7.407,8.998,10.202,-1.838,31.193,-3.902,13.569,-2.610,7.638,-21.884
MLI,Mali,General government total expenditure,Percent of GDP,,,,,,,,,,,,,,,,,,,,,19.392,18.342,19.939,20.814,21.759,21.635,22.071,21.490,18.812,22.750,20.261,20.562,15.531,19.759,20.018,20.939,22.258,22.921,20.307,23.149,25.889
MLI,Mali,General government net lending/borrowing,National currency,,,,,,,,,,,,,,,,,,,,,-55.580,-71.082,-83.887,-32.462,-67.875,-91.051,1002.365,-108.696,-86.740,-178.856,-135.795,-209.243,-60.748,-155.142,-204.737,-141.140,-327.911,-255.314,-449.640,-170.500,-544.867
MLI,Mali,General government gross debt,Percent of GDP,,,,,,,,,,,,,,,,,,,,,90.522,77.498,42.643,44.150,42.434,46.626,18.066,18.535,20.098,21.855,25.289,23.965,25.390,26.382,26.907,30.661,36.018,35.984,37.524,40.725,46.927
MLI,Mali,Current account balance,Percent of GDP,-6.121,-8.437,-7.849,-7.242,-8.401,-14.703,-12.827,-9.254,-10.411,0.794,-0.931,1.260,-0.231,0.462,-3.500,-3.054,-7.119,-5.607,-5.430,-6.306,-8.672,-8.861,-2.046,-5.894,-6.871,-7.115,-3.258,-5.563,-13.542,-10.900,-10.719,-5.057,-2.193,-2.887,-4.708,-5.323,-7.242,-7.285,-4.899,-7.457,-2.199
MLT,Malta,"Gross domestic product, constant prices",Percent change,,,,,,,,,,,,,,,,,,,,,,-1.175,2.565,4.074,0.140,3.384,2.510,4.775,3.826,-1.134,5.544,0.467,4.118,5.473,7.634,9.608,3.381,10.869,6.193,7.009,-8.612
MLT,Malta,"Gross domestic product, current prices",U.S. dollars,,,,,,,,,,,,,,,,3.380,3.446,3.489,3.697,3.858,4.075,4.089,4.478,5.455,6.102,6.415,6.811,7.989,9.127,8.721,9.043,9.637,9.468,10.551,11.629,11.093,11.665,13.480,15.305,15.883,15.034
MLT,Malta,Gross national savings,Percent of GDP,49.200,56.183,53.161,47.228,47.852,41.210,41.523,45.542,50.798,45.547,48.583,48.691,44.106,40.810,39.879,31.378,25.111,29.688,27.081,31.384,21.353,16.884,16.686,17.729,13.495,13.156,11.883,17.003,21.090,13.580,17.767,17.484,18.812,18.738,24.167,26.839,22.687,26.475,26.301,25.885,26.534
MLT,Malta,"Inflation, average consumer prices",Percent change,2.692,11.610,5.817,-0.925,-0.443,-0.236,2.031,0.416,0.946,0.866,2.975,2.552,1.845,4.031,4.128,3.973,1.964,3.924,3.686,2.294,3.037,2.514,2.614,1.931,2.726,2.522,2.576,0.697,4.684,1.840,2.041,2.513,3.227,0.979,0.771,1.176,0.900,1.261,1.741,1.523,0.787
MLT,Malta,Volume of exports of goods and services,Percent change,16.331,-11.931,-15.656,1.331,3.884,7.221,6.862,14.347,26.189,10.700,13.269,7.525,9.668,5.296,7.123,5.366,-5.899,3.975,8.141,8.231,5.582,-3.979,6.312,-0.342,-2.104,4.303,17.511,10.865,19.409,-0.415,8.205,5.272,5.466,0.949,3.450,15.438,7.024,10.371,9.153,10.147,-1.641
MLT,Malta,General government total expenditure,Percent of GDP,,,,,,,,,,,,,,,,,,,,,42.568,44.213,43.456,45.243,42.010,42.097,42.190,40.912,42.104,41.073,39.759,40.713,41.574,40.367,39.932,38.201,36.373,34.453,35.816,35.708,45.663
MLT,Malta,General government net lending/borrowing,National currency,,,,,,,,,,,,,,,,,,,,,-0.241,-0.278,-0.255,-0.435,-0.215,-0.135,-0.136,-0.124,-0.256,-0.199,-0.158,-0.165,-0.250,-0.186,-0.149,-0.104,0.117,0.393,0.269,0.082,-1.225
MLT,Malta,General government gross debt,Percent of GDP,,,,,,,,,,,,,,,,44.940,51.049,60.307,65.829,69.208,63.900,69.746,64.826,68.248,70.464,69.902,64.277,61.907,61.827,66.341,65.473,70.016,66.636,66.442,62.087,56.250,54.735,47.798,43.710,40.322,52.946
MLT,Malta,Current account balance,Percent of GDP,,,,,,,,,,,,,,,,-4.850,-5.252,-2.736,-2.664,-1.506,-5.141,-1.555,0.996,-1.224,-5.440,-8.147,-9.324,-3.848,-1.039,-6.451,-4.509,-0.198,1.657,2.563,8.502,2.699,-0.567,5.859,6.422,4.922,4.602
MHL,Marshall Islands,"Gross domestic product, constant prices",Percent change,,,,,,,,,,,,,,,,,,,-0.692,-1.131,1.498,6.731,3.729,-1.570,-0.269,2.349,-0.177,3.400,-6.389,2.606,6.822,-0.646,-2.184,3.885,-1.023,1.550,1.437,3.276,3.052,6.845,-1.630
MHL,Marshall Islands,"Gross domestic product, current prices",U.S. dollars,,,,,,,,,,,,,,,,,,0.111,0.114,0.115,0.115,0.122,0.132,0.131,0.133,0.137,0.142,0.148,0.152,0.150,0.160,0.172,0.181,0.185,0.182,0.184,0.201,0.212,0.222,0.236,0.244
MHL,Marshall Islands,Gross national savings,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,Marshall Islands,"Inflation, average consumer prices",Percent change,,,,,,,,,,,,,,,,,,,,,,,,,2.016,3.486,5.253,2.637,14.675,0.478,1.768,5.353,4.341,1.851,1.098,-2.236,-1.508,0.063,0.755,-0.079,-0.658
MHL,Marshall Islands,Volume of exports of goods and services,Percent change,,,,,,,,,,,,,,,,,-8.156,14.564,9.708,-12.308,22.661,-0.455,13.913,2.341,-6.223,-2.685,-28.429,-0.648,-6.625,15.569,27.353,25.276,14.703,-2.697,-0.980,6.016,-2.776,5.541,-1.328,7.396,-0.767
MHL,Marshall Islands,General government total expenditure,Percent of GDP,,,,,,,,,,,,,,,,,,54.293,49.722,47.889,56.757,59.080,55.301,53.029,54.702,86.197,61.886,68.196,62.053,63.679,59.475,55.954,53.265,55.465,50.255,56.258,56.850,64.245,60.023,64.757,67.233
MHL,Marshall Islands,General government net lending/borrowing,National currency,,,,,,,,,,,,,,,,-0.022,0.018,0.009,0.015,0.010,0.009,0.010,0.007,0.014,-0.002,-0.031,,,0.005,0.002,0.006,0.004,-0.001,,0.006,0.005,0.008,0.009,0.006,-0.004,0.006
MHL,Marshall Islands,General government gross debt,Percent of GDP,,,,,,,,,,,,,,,,,,8.624,17.864,25.612,27.409,32.856,37.245,43.815,46.944,46.215,44.866,42.822,42.533,41.603,38.997,35.943,37.593,33.632,35.690,33.852,29.264,25.575,24.513,24.838,21.621
MHL,Marshall Islands,Current account balance,Percent of GDP,,,,,,,,,,,,,,,,,,-11.189,-9.942,-11.032,-12.178,-3.769,6.978,0.475,4.640,7.191,-1.320,3.329,-2.276,-12.300,-16.716,-0.018,-2.182,-6.727,1.968,15.571,13.463,5.002,5.017,-24.521,22.165
MRT,Mauritania,"Gross domestic product, constant prices",Percent change,,,,,,,,,,,,,1.772,5.874,-3.061,9.820,5.819,-4.045,2.778,3.673,-3.918,-0.799,1.381,6.928,4.733,8.566,18.333,-1.969,-0.331,0.098,2.620,4.173,4.470,4.151,4.275,5.376,1.261,6.271,4.773,5.429,-0.938
MRT,Mauritania,"Gross domestic product, current prices",U.S. dollars,,,,,,,,,,,1.793,2.055,2.164,1.847,1.945,2.092,2.132,2.072,2.027,1.986,1.780,1.746,1.777,2.051,2.362,2.936,4.009,4.328,5.138,4.725,5.637,6.782,6.721,7.331,6.615,6.182,6.414,6.826,7.472,8.065,8.612
MRT,Mauritania,Gross national savings,Percent of GDP,,,,,,,,,,,6.246,8.069,9.177,4.629,30.247,12.759,9.176,6.613,14.168,15.775,10.192,10.030,7.342,10.903,11.175,19.659,31.979,26.310,25.178,21.691,32.515,42.771,39.655,38.176,26.683,24.390,29.788,32.031,33.173,37.839,37.478
MRT,Mauritania,"Inflation, average consumer prices",Percent change,,,,,,,,,,,,5.629,10.142,9.370,4.128,6.544,4.681,4.625,8.032,4.074,3.254,4.715,3.896,5.152,10.368,12.126,6.241,7.254,7.450,2.137,6.262,5.686,4.902,4.131,3.772,0.486,1.472,2.269,3.053,2.306,2.382
MRT,Mauritania,Volume of exports of goods and services,Percent change,,,,,,,,,,,,-2.300,-7.100,12.400,-19.000,10.348,-0.085,-12.203,-6.115,6.176,-1.766,-3.574,-9.274,-11.134,17.342,9.213,36.270,0.474,2.532,-7.536,14.015,3.356,10.125,-3.939,-0.949,2.006,-2.576,18.848,-0.003,12.206,2.003
MRT,Mauritania,General government total expenditure,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,23.861,21.319,18.996,19.659,19.815,19.634,17.322,17.036,21.544,20.109,23.897,25.656,20.835,20.299,18.990,17.447,18.213
MRT,Mauritania,General government net lending/borrowing,National currency,,,,,,,,,,,,,,,,,,,,,,,,,-1.916,-2.463,2.158,-1.553,-4.119,-4.443,-0.700,0.142,3.325,-1.437,-5.268,-4.890,0.298,1.292,8.603,7.670,8.552
MRT,Mauritania,General government gross debt,Percent of GDP,,,,,,,,,,,,,,,,,,,,,55.527,63.465,59.452,22.936,22.015,71.059,38.003,61.500,57.236,48.460,43.947,38.839,39.317,40.023,48.471,58.747,56.555,54.762,57.903,55.670,55.820
MRT,Mauritania,Current account balance,Percent of GDP,,,,,,,,,,,-7.262,-4.062,-3.355,-5.149,-1.172,0.347,-0.156,-1.534,-0.866,-1.518,-5.486,-7.484,1.969,-8.548,-21.887,-29.863,3.681,-9.374,-9.328,-10.407,-6.336,-3.826,-18.802,-17.214,-22.231,-15.467,-11.019,-9.978,-13.057,-10.305,-6.692
MUS,Mauritius,"Gross domestic product, constant prices",Percent change,-10.060,5.882,5.497,0.384,4.775,6.876,9.742,10.163,6.791,4.465,7.187,4.435,6.513,5.082,4.136,4.288,5.588,5.687,6.072,2.611,8.192,3.214,1.627,5.984,4.299,1.453,4.514,5.727,5.387,3.315,4.377,4.078,3.496,3.360,3.827,3.691,3.862,3.938,4.007,2.891,-14.598
MUS,Mauritius,"Gross domestic product, current prices",U.S. dollars,1.242,1.179,1.131,1.198,1.108,1.122,1.515,1.919,2.225,2.286,2.743,3.017,3.398,3.502,3.887,4.439,4.590,4.310,4.354,4.597,4.935,4.882,5.123,6.155,6.962,6.867,7.123,8.260,10.125,9.252,10.138,11.673,11.826,12.293,13.074,12.007,12.594,13.714,14.736,14.436,11.401
MUS,Mauritius,Gross national savings,Percent of GDP,13.155,7.388,14.133,11.124,15.333,17.030,21.078,27.657,22.180,27.531,22.892,24.980,24.860,15.280,16.749,12.768,14.610,17.295,14.959,28.785,30.411,32.139,31.115,29.567,26.850,22.251,21.987,26.456,20.380,17.058,15.914,14.384,19.224,20.147,18.760,19.515,20.015,22.037,22.381,21.492,19.757
MUS,Mauritius,"Inflation, average consumer prices",Percent change,33.040,26.450,13.384,7.452,5.525,8.321,4.336,0.719,3.600,13.610,10.705,12.817,2.857,15.288,7.335,6.026,6.553,6.831,6.808,6.882,4.217,5.391,6.414,2.686,4.710,4.937,8.914,8.825,9.723,2.524,2.924,6.532,3.860,3.535,3.224,1.275,0.999,3.675,3.231,0.454,2.520
MUS,Mauritius,Volume of exports of goods and services,Percent change,7.741,-1.580,2.309,5.243,2.529,12.837,20.291,26.344,10.916,7.009,0.450,0.450,0.450,0.450,7.554,7.225,21.060,20.645,22.048,19.356,22.078,15.022,6.170,3.836,0.514,0.247,-3.667,11.486,3.474,-16.067,9.511,8.954,9.066,-6.971,7.302,-2.298,-7.249,3.624,3.508,-4.681,-39.078
MUS,Mauritius,General government total expenditure,Percent of GDP,,,,,,,,,,,,,,,,,,,,19.164,21.196,21.542,21.977,22.170,21.918,21.770,20.661,20.369,22.402,24.471,23.192,23.048,21.866,23.413,22.456,23.728,23.314,23.596,23.948,30.248,32.055
MUS,Mauritius,General government net lending/borrowing,National currency,,,,,,,,,,,,,,,,,,,,,-5.697,-7.863,-7.954,-8.271,-8.312,-8.996,-9.360,-7.985,-7.669,-10.075,-9.569,-10.347,-6.342,-12.823,-12.540,-15.098,-12.588,-7.849,-10.939,-38.580,-47.689
MUS,Mauritius,General government gross debt,Percent of GDP,,,,,,,,,,,,,,,,,,,,,56.944,58.184,62.955,66.947,59.421,58.292,55.307,48.808,48.759,56.837,54.392,54.910,54.329,56.556,59.193,63.230,63.046,62.165,64.044,82.211,94.626
MUS,Mauritius,Current account balance,Percent of GDP,-9.434,-12.452,-3.635,-1.598,-4.609,-2.631,6.208,3.391,-2.525,-4.529,-4.350,-0.551,-0.004,-2.628,-5.971,-0.492,0.741,-2.064,0.076,-2.702,-0.694,5.652,4.867,1.548,-1.661,-4.725,-8.589,-5.122,-9.592,-7.086,-9.919,-13.175,-6.997,-6.104,-5.278,-3.473,-3.901,-4.464,-3.769,-4.977,-8.797
MEX,Mexico,"Gross domestic product, constant prices",Percent change,9.482,8.526,-0.521,-3.486,3.411,2.188,-3.079,1.722,1.283,4.106,5.176,4.215,3.541,2.738,4.941,-6.291,6.773,6.847,5.164,2.754,4.942,-0.404,-0.040,1.446,3.921,2.308,4.495,2.291,1.144,-5.286,5.118,3.663,3.642,1.354,2.850,3.293,2.631,2.113,2.195,-0.199,-7.988
MEX,Mexico,"Gross domestic product, current prices",U.S. dollars,228.606,293.610,213.077,173.714,204.860,217.388,150.513,165.058,201.926,246.079,290.402,348.139,403.733,500.795,527.811,360.096,410.973,500.416,526.522,600.225,707.909,756.693,772.110,729.335,782.243,877.477,975.383,1052.697,1109.987,900.047,1057.801,1180.487,1201.094,1274.444,1315.356,1171.870,1078.493,1158.912,1222.406,1269.010,1090.515
MEX,Mexico,Gross national savings,Percent of GDP,23.297,22.528,21.601,25.423,23.277,22.961,18.579,23.847,19.286,18.423,18.365,16.866,14.928,16.199,16.793,20.528,20.962,21.065,20.656,20.246,20.309,18.524,19.179,20.596,21.667,21.004,22.492,22.183,22.549,22.052,22.414,22.352,22.356,19.949,19.916,20.560,21.228,21.005,20.576,20.721,20.859
MEX,Mexico,"Inflation, average consumer prices",Percent change,26.471,28.034,59.115,101.805,65.439,57.789,86.449,131.960,113.502,19.918,26.650,22.609,15.517,9.763,6.986,35.061,34.350,20.597,15.917,16.566,9.486,6.366,5.037,4.550,4.694,3.990,3.633,3.969,5.130,5.296,4.155,3.404,4.111,3.804,4.019,2.719,2.820,6.042,4.897,3.634,3.398
MEX,Mexico,Volume of exports of goods and services,Percent change,-5.400,11.340,22.636,14.187,5.837,-4.463,4.557,9.472,5.674,5.760,5.079,5.111,4.953,9.268,8.795,20.198,15.448,9.385,7.396,5.430,11.567,-0.521,0.396,1.907,9.870,6.315,7.811,1.974,-1.017,-10.855,22.362,7.713,6.525,1.371,6.982,8.414,3.582,4.162,6.004,1.469,-7.298
MEX,Mexico,General government total expenditure,Percent of GDP,,,,,,,,,,,24.259,21.295,20.149,19.313,19.863,19.906,21.877,21.692,20.624,21.178,20.322,20.563,20.755,22.573,21.433,22.123,22.569,23.583,27.733,27.795,27.674,27.716,28.214,27.777,27.956,27.496,27.352,25.705,25.662,25.962,28.561
MEX,Mexico,General government net lending/borrowing,National currency,,,,,,,,,,,-26.914,16.602,29.898,-25.012,-42.132,-55.589,-120.051,-144.091,-228.748,-270.933,-188.412,-191.345,-170.748,-185.348,-124.507,-143.381,-136.320,-175.681,-88.077,-501.719,-531.321,-489.220,-589.422,-603.404,-792.850,-741.992,-556.628,-233.035,-517.039,-569.257,-1033.345
MEX,Mexico,General government gross debt,Percent of GDP,,,,,,,,,,,,,,,,,44.730,40.920,42.043,43.820,40.310,39.256,41.857,44.225,40.757,38.524,37.423,37.205,42.491,43.675,41.963,42.859,42.650,45.899,48.853,52.775,56.724,53.963,53.649,53.337,60.111
MEX,Mexico,Current account balance,Percent of GDP,-5.389,-6.225,-0.838,7.835,5.483,2.315,0.369,4.859,-1.208,-3.114,-3.564,-6.206,-8.953,-6.822,-8.130,-0.438,-0.610,-1.532,-3.037,-2.332,-2.649,-2.311,-1.527,-0.500,-0.451,-0.640,-0.331,-0.935,-1.558,-0.837,-0.380,-0.930,-1.531,-2.544,-1.956,-2.753,-2.394,-1.899,-2.135,-0.440,2.090
FSM,Micronesia,"Gross domestic product, constant prices",Percent change,,,,,,,,,,,,,,,,,-3.087,-6.061,2.746,1.527,4.860,2.089,0.613,1.606,-3.137,2.058,-0.115,-1.939,-2.194,1.031,2.259,3.189,-1.867,-3.680,-2.306,4.622,0.900,2.682,0.212,1.200,-1.818
FSM,Micronesia,"Gross domestic product, current prices",U.S. dollars,,,,,,,,,,,,,,,,0.221,0.218,0.207,0.219,0.220,0.233,0.241,0.242,0.245,0.240,0.250,0.253,0.257,0.263,0.280,0.297,0.311,0.327,0.317,0.319,0.316,0.332,0.367,0.402,0.416,0.412
FSM,Micronesia,Gross national savings,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSM,Micronesia,"Inflation, average consumer prices",Percent change,,,,,,,,,,,,,,,,,2.796,2.667,1.633,1.919,1.839,1.317,-0.159,-0.245,1.745,4.087,4.396,3.639,6.572,8.154,3.618,3.851,6.302,2.138,0.724,0.034,-0.916,0.098,1.040,2.209,0.964
FSM,Micronesia,Volume of exports of goods and services,Percent change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSM,Micronesia,General government total expenditure,Percent of GDP,,,,,,,,,,,,,,,,77.349,72.194,64.498,72.563,73.069,67.297,64.001,58.977,66.866,59.232,59.457,60.225,59.264,59.330,63.568,67.214,65.283,65.136,59.551,54.240,55.692,61.680,63.950,55.485,54.448,56.233
FSM,Micronesia,General government net lending/borrowing,National currency,,,,,,,,,,,,,,,,-0.001,0.005,0.005,-0.007,-0.011,-0.008,-0.013,0.017,0.006,-0.009,-0.014,-0.014,-0.009,-0.004,0.005,0.001,-0.002,0.003,0.009,0.036,0.033,0.024,0.052,0.097,0.077,0.025
FSM,Micronesia,General government gross debt,Percent of GDP,,,,,,,,,,,,,,,,53.990,43.853,47.170,42.126,35.805,26.984,23.601,23.956,24.574,25.338,24.691,25.011,25.657,28.944,30.748,28.840,28.330,27.009,27.638,28.101,25.629,24.191,21.923,19.556,17.775,18.271
FSM,Micronesia,Current account balance,Percent of GDP,,,,,,,,,,,,,,,,-9.177,-19.268,-31.141,-25.247,-20.971,-14.596,-17.408,-9.990,-5.951,-18.410,-10.064,-15.423,-10.675,-18.949,-21.145,-17.542,-19.264,-13.561,-9.941,6.110,4.457,7.155,10.279,21.040,14.456,3.661
MDA,Moldova,"Gross domestic product, constant prices",Percent change,,,,,,,,,,,,,,-1.200,-30.900,-1.428,-5.900,1.600,-6.500,-3.400,2.100,6.100,7.800,6.600,7.400,7.500,4.800,3.000,7.800,-6.000,7.100,5.818,-0.590,9.044,5.000,-0.338,4.409,4.200,4.100,3.600,-8.300
MDA,Moldova,"Gross domestic product, current prices",U.S. dollars,,,,,,,,,,,,,0.864,1.110,1.158,1.441,1.694,1.928,1.697,1.172,1.315,1.481,1.662,1.981,2.598,2.988,3.408,4.401,6.055,5.438,6.977,8.417,8.708,9.496,9.510,7.726,8.072,9.515,11.252,11.737,11.530
MDA,Moldova,Gross national savings,Percent of GDP,,,,,,,,,,,,,55.289,37.919,28.260,19.006,12.922,9.556,6.145,17.090,17.990,21.474,20.469,16.607,24.584,23.269,21.411,22.858,23.116,14.219,16.700,13.927,16.807,19.775,20.243,17.604,18.409,16.102,15.822,15.682,15.016
MDA,Moldova,"Inflation, average consumer prices",Percent change,,,,,,,,,,,,,,788.503,329.636,30.216,23.506,11.773,7.696,39.262,31.206,9.641,5.219,11.667,12.426,11.851,12.707,12.382,12.704,0.006,7.358,7.650,4.558,4.569,5.058,9.628,6.358,6.506,3.590,4.846,3.771
MDA,Moldova,Volume of exports of goods and services,Percent change,,,,,,,,,,,,-22.230,-20.658,-41.212,-17.479,5.261,13.487,5.205,-29.200,-28.400,5.414,25.000,15.000,18.000,17.000,8.000,-7.000,17.000,5.000,-7.000,17.000,34.000,1.000,13.000,2.000,1.000,7.700,12.500,6.200,6.700,-21.232
MDA,Moldova,General government total expenditure,Percent of GDP,,,,,,,,,,,,,,,,42.025,43.296,45.951,39.094,33.019,34.025,29.508,30.739,33.504,34.808,37.119,40.297,42.712,41.498,45.300,34.096,32.562,33.668,32.442,33.392,31.904,30.118,30.978,31.529,31.985,36.686
MDA,Moldova,General government net lending/borrowing,National currency,,,,,,,,,,,,,,,,-0.167,-0.579,-0.666,-0.139,-0.325,-0.580,-0.066,-0.266,0.130,0.190,0.542,-0.187,0.079,-0.548,-3.857,-1.879,-2.024,-2.037,-1.871,-2.116,-2.832,-2.487,-1.145,-1.613,-3.023,-10.620
MDA,Moldova,General government gross debt,Percent of GDP,,,,,,,,,,,,,,,,79.480,87.492,89.049,159.410,150.739,89.104,85.380,80.342,68.059,49.335,40.421,34.984,28.276,22.195,32.610,25.475,24.201,31.333,29.974,34.961,42.381,39.232,34.860,31.800,28.792,36.633
MDA,Moldova,Current account balance,Percent of GDP,,,,,,,,,,,,,-4.505,-16.283,-8.427,-5.870,-11.324,-14.257,-19.728,-5.793,-7.470,-1.808,-1.191,-6.570,-1.776,-7.556,-11.337,-15.248,-16.112,-8.923,-6.901,-10.121,-7.391,-5.163,-5.976,-5.991,-3.573,-5.837,-10.770,-9.421,-7.692
MNG,Mongolia,"Gross domestic product, constant prices",Percent change,6.443,8.376,8.331,5.792,5.914,5.679,9.426,3.542,5.146,4.183,-2.486,-9.199,-9.256,-3.169,2.134,6.376,2.235,3.897,3.340,3.070,1.146,4.639,5.267,7.357,9.425,6.507,8.163,8.757,7.819,-2.069,7.313,17.291,12.320,11.649,7.885,2.410,1.490,5.637,7.745,5.602,-4.558
MNG,Mongolia,"Gross domestic product, current prices",U.S. dollars,2.728,2.854,2.963,3.071,2.837,3.294,3.636,4.086,4.104,4.275,2.678,2.821,1.566,0.771,0.926,1.452,1.348,1.181,1.125,1.057,1.137,1.268,1.397,1.595,1.992,2.523,3.414,4.235,5.623,4.584,7.185,10.410,12.278,12.582,12.227,11.620,11.154,11.481,13.207,14.206,13.313
MNG,Mongolia,Gross national savings,Percent of GDP,24.480,35.828,31.027,24.623,19.581,24.468,20.342,18.269,17.269,12.782,13.843,18.305,20.992,24.329,22.398,24.782,21.439,29.477,17.830,18.659,16.843,13.260,11.478,20.200,28.904,40.996,46.786,42.761,31.282,26.915,29.763,14.805,12.074,15.668,19.355,16.351,16.357,17.342,22.669,20.376,17.316
MNG,Mongolia,"Inflation, average consumer prices",Percent change,,,,,,,,,,,,120.200,202.875,268.414,193.414,0.218,46.831,30.032,9.549,7.418,11.430,6.353,1.049,5.046,8.235,12.655,4.412,9.643,27.974,7.594,8.305,8.717,13.886,10.582,12.947,6.793,0.750,4.289,6.807,7.320,3.726
MNG,Mongolia,Volume of exports of goods and services,Percent change,,,,,,,,,,,,,,9.008,45.893,-10.886,8.017,52.075,-19.653,17.060,-10.926,43.329,2.536,36.692,10.625,24.337,-9.557,-2.988,13.233,-3.527,17.913,-12.117,9.934,11.324,31.437,3.168,33.419,0.608,-1.201,6.277,-15.067
MNG,Mongolia,General government total expenditure,Percent of GDP,,45.007,45.416,45.926,47.003,47.834,52.004,52.805,52.364,52.651,51.700,46.033,29.125,38.295,32.177,26.597,28.622,30.833,36.188,33.202,34.528,35.185,35.501,33.665,31.820,25.114,26.193,35.300,37.629,35.454,31.575,37.932,36.060,32.151,32.144,31.177,39.677,32.177,28.406,30.819,37.124
